linea,ramal,estacion,latitud,longitud
Roca,"Alejandro Korn","Alejandro Korn",-34.980409,-58.373814
Roca,"Alejandro Korn",Adrogué,-34.797848,-58.394273
Mitre,Zarate,Zarate,-34.097905,-59.037828
Mitre,Zarate,"Villa Ballester",-34.550972,-58.556044
Mitre,Zarate,"Rio Lujan",-34.278036,-58.890318
Mitre,Zarate,Pacheco,-34.455833,-58.620116
Mitre,Zarate,Otamendi,-34.222206,-58.896551
Mitre,Zarate,Maschwitz,-34.383021,-58.736269
Mitre,Zarate,"Kilometro 83",-34.160627,-58.978608
Mitre,Zarate,"J.L. Suárez",-34.534112,-58.576623
Mitre,Zarate,Escobar,-34.349423,-58.795357
Mitre,Zarate,Campana,-34.156582,-58.961003
Mitre,Zarate,Benavidez,-34.409170,-58.684761
Mitre,Zarate,Bancalari,-34.479665,-58.602929
Mitre,Tigre,Virreyes,-34.450682,-58.550700
Mitre,Tigre,Victoria,-34.456153,-58.541128
Mitre,Tigre,"Vicente López",-34.524723,-58.472806
Mitre,Tigre,Tigre,-34.423567,-58.581728
Mitre,Tigre,"San Isidro C",-34.472207,-58.513383
Mitre,Tigre,"San Fernando C",-34.444338,-58.558740
Mitre,Tigre,Rivadavia,-34.536520,-58.468032
Mitre,Tigre,Retiro,-34.590703,-58.374880
Mitre,Tigre,Olivos,-34.507713,-58.480663
Mitre,Tigre,Nuñez,-34.547833,-58.463149
Mitre,Tigre,Martínez,-34.488534,-58.496580
Mitre,Tigre,"La Lucila",-34.497597,-58.488446
Mitre,Tigre,Carupá,-34.436917,-58.568231
Mitre,Tigre,"Belgrano C",-34.558801,-58.448944
Mitre,Tigre,Béccar,-34.460804,-58.526543
Mitre,Tigre,Acassuso,-34.480068,-58.503838
Mitre,Suárez,"Villa Ballester",-34.551161,-58.555826
Mitre,Suárez,"San Martín",-34.573419,-58.531957
Mitre,Suárez,"San Andrés",-34.563564,-58.540660
Mitre,Suárez,Retiro,-34.590703,-58.374880
Mitre,Suárez,Pueyrredón,-34.580496,-58.501898
Mitre,Suárez,"Ministro Carranza",-34.575273,-58.433744
Mitre,Suárez,Miguelete,-34.581071,-58.517079
Mitre,Suárez,Malaver,-34.557372,-58.547932
Mitre,Suárez,L.M.Drago,-34.568417,-58.478991
Mitre,Suárez,"J.L. Suárez",-34.534848,-58.575847
Mitre,Suárez,"General Urquiza",-34.574712,-58.487839
Mitre,Suárez,Colegiales,-34.572974,-58.448253
Mitre,Suárez,Chilavert,-34.542232,-58.566917
Mitre,Suárez,"Belgrano R",-34.568050,-58.461808
Mitre,Suárez,"3 de Febrero",-34.571748,-58.424982
Mitre,Mitre,Saavedra,-34.554073,-58.487063
Mitre,Mitre,Retiro,-34.590703,-58.374880
Mitre,Mitre,Mitre,-34.515175,-58.489360
Mitre,Mitre,"Ministro Carranza",-34.575273,-58.433744
Mitre,Mitre,"Juan B. Justo",-34.542550,-58.494657
Mitre,Mitre,Florida,-34.530474,-58.494456
Mitre,Mitre,"Dr. Cetrángolo",-34.523088,-58.49413
Mitre,Mitre,Colegiales,-34.572974,-58.448253
Mitre,Mitre,Coghlan,-34.565260,-58.475348
Mitre,Mitre,"Belgrano R",-34.568050,-58.461808
Mitre,Mitre,"3 de Febrero",-34.571748,-58.424982
Mitre,"Capilla del Señor",Zelaya,-34.370187,-58.869156
Mitre,"Capilla del Señor",Victoria,-34.456491,-58.540489
Mitre,"Capilla del Señor",Matheu,-34.382860,-58.829650
Mitre,"Capilla del Señor","Maq. Savio",-34.406913,-58.771933
Mitre,"Capilla del Señor","Los Cardales",-34.330977,-58.987203
Mitre,"Capilla del Señor","Lopez Camelo",-34.447179,-58.676828
Mitre,"Capilla del Señor",Garin,-34.421623,-58.736540
Mitre,"Capilla del Señor","El Talar",-34.462964,-58.645619
Mitre,"Capilla del Señor","Dr. A. Schweitzer",-34.471097,-58.572383
Mitre,"Capilla del Señor","Capilla del Señor",-34.287138,-59.101585
"Larga Distancia",Tucumán,Zarate,-34.097911,-59.037755
"Larga Distancia",Tucumán,Tucumán,-26.819074,-65.210717
"Larga Distancia",Tucumán,"San Pedro",-33.694564,-59.682631
"Larga Distancia",Tucumán,"San Nicolas",-33.344348,-60.226263
"Larga Distancia",Tucumán,"Rosario Sur",-33.009311,-60.650274
"Larga Distancia",Tucumán,"Rosario Norte",-32.930553,-60.657347
"Larga Distancia",Tucumán,Retiro,-34.591178,-58.375857
"Larga Distancia",Tucumán,Ramallo,-33.501877,-60.067829
"Larga Distancia",Tucumán,Rafaela,-31.249187,-61.476577
"Larga Distancia",Tucumán,Pinto,-29.143580,-62.657824
"Larga Distancia",Tucumán,"La Banda",-27.732755,-64.239517
"Larga Distancia",Tucumán,Gálvez,-32.033331,-61.222762
"Larga Distancia",Tucumán,"Colonia Dora",-28.604172,-62.951999
"Larga Distancia",Tucumán,Ceres,-29.88208,-61.946638
"Larga Distancia",Tucumán,Campana,-34.156759,-58.958356
"Larga Distancia","Rosario Norte",Zarate,-34.097758,-59.037871
"Larga Distancia","Rosario Norte","San Pedro",-33.694459,-59.682807
"Larga Distancia","Rosario Norte","San Nicolas",-33.344233,-60.226428
"Larga Distancia","Rosario Norte","Rosario Sur",-33.009153,-60.650379
"Larga Distancia","Rosario Norte","Rosario Norte",-32.929965,-60.657781
"Larga Distancia","Rosario Norte",Retiro,-34.591178,-58.375857
"Larga Distancia","Rosario Norte",Ramallo,-33.501759,-60.067993
"Larga Distancia","Rosario Norte","Empalme Villa Constitucion",-33.260488,-60.383433
"Larga Distancia","Rosario Norte",Campana,-34.156744,-58.958572
"Larga Distancia","Mar del Plata",Vivorata,-37.671167,-57.667246
"Larga Distancia","Mar del Plata",Temperley,-34.775924,-58.396357
"Larga Distancia","Mar del Plata",Sevigne,-36.205769,-57.740589
"Larga Distancia","Mar del Plata",Parravacini,-36.460516,-57.759720
"Larga Distancia","Mar del Plata",Monasterio,-35.764797,-57.922746
"Larga Distancia","Mar del Plata","Mar del Plata",-37.987507,-57.566627
"Larga Distancia","Mar del Plata",Maipú,-36.865860,-57.890414
"Larga Distancia","Mar del Plata",Lezama,-35.875867,-57.894313
"Larga Distancia","Mar del Plata","Las Armas",-37.091918,-57.831039
"Larga Distancia","Mar del Plata",Jeppener,-35.278365,-58.198035
"Larga Distancia","Mar del Plata",Guerrero,-35.973219,-57.849446
"Larga Distancia","Mar del Plata","Gral Piran",-37.282462,-57.777233
"Larga Distancia","Mar del Plata","Gral Guido",-36.659681,-57.791615
"Larga Distancia","Mar del Plata",Gandara,-35.450899,-58.093010
"Larga Distancia","Mar del Plata",Doomselar,-35.070579,-58.290181
"Larga Distancia","Mar del Plata",Dolores,-36.305645,-57.688487
"Larga Distancia","Mar del Plata",Constitución,-34.630170,-58.380583
"Larga Distancia","Mar del Plata",Cobo,-37.808713,-57.628176
"Larga Distancia","Mar del Plata","Cnel Vidal",-37.460932,-57.726724
"Larga Distancia","Mar del Plata","Cnel Brandsen",-35.168719,-58.231462
"Larga Distancia","Mar del Plata",Chascomus,-35.580511,-57.981458
"Larga Distancia","Mar del Plata",Castelli,-36.095508,-57.808929
"Larga Distancia","Mar del Plata",Camet,-37.897672,-57.602821
"Larga Distancia","Mar del Plata",Altamirano,-35.362120,-58.150592
"Larga Distancia","Mar del Plata","Alejandro Korn",-34.981487,-58.373694
"Larga Distancia","Mar del Plata",Adela,-35.685520,-57.954189
"Larga Distancia",Lezama,Temperley,,
"Larga Distancia",Lezama,Monasterio,,
"Larga Distancia",Lezama,Lezama,,
"Larga Distancia",Lezama,Jeppener,,
"Larga Distancia",Lezama,Gandara,,
"Larga Distancia",Lezama,Doomselar,,
"Larga Distancia",Lezama,Constitución,,
"Larga Distancia",Lezama,"Cnel Brandsen",,
"Larga Distancia",Lezama,Chascomus,,
"Larga Distancia",Lezama,Altamirano,,
"Larga Distancia",Lezama,"Alejandro Korn",,
"Larga Distancia",Lezama,Adela,,
"Larga Distancia","Larga Distancia",Vedia,-34.488786,-61.538430
"Larga Distancia","Larga Distancia",Tornquist,-38.101881,-62.229299
"Larga Distancia","Larga Distancia",Saavedra,-37.763817,-62.351680
"Larga Distancia","Larga Distancia",Rufino,-34.260532,-62.710772
"Larga Distancia","Larga Distancia",Retiro,-34.589130,-58.373620
"Larga Distancia","Larga Distancia",Rawson,-34.610460,-60.067463
"Larga Distancia","Larga Distancia",Pigué,-37.601132,-62.411445
"Larga Distancia","Larga Distancia",Olavarría,-36.898180,-60.316576
"Larga Distancia","Larga Distancia",Monte,-35.436653,-58.817665
"Larga Distancia","Larga Distancia","Mercedes C",-34.656678,-59.444000
"Larga Distancia","Larga Distancia","Las Flores",-36.025894,-59.097046
"Larga Distancia","Larga Distancia",Junín,-34.584193,-60.949734
"Larga Distancia","Larga Distancia","Gral Lamadrid",-37.250640,-61.258268
"Larga Distancia","Larga Distancia",Franklin,-34.610146,-59.630018
"Larga Distancia","Larga Distancia","Coronel Suárez",-37.460659,-61.931935
"Larga Distancia","Larga Distancia",Constitución,-34.630170,-58.380583
"Larga Distancia","Larga Distancia",Chacabuco,-34.629698,-60.470114
"Larga Distancia","Larga Distancia",Castilla,-34.610437,-59.897433
"Larga Distancia","Larga Distancia",Cabred,-34.487728,-59.075473
"Larga Distancia","Larga Distancia","Bahía Blanca",-38.723200,-62.254453
"Larga Distancia","Larga Distancia",Azul,-36.785861,-59.852828
"Larga Distancia","Larga Distancia",Alberdi,-34.436785,-61.811910
"Larga Distancia","Gral. Pico",Vaccarezza,-35.034586,-60.277388
"Larga Distancia","Gral. Pico","Trenque Lauquen",-35.967386,-62.737225
"Larga Distancia","Gral. Pico",Suipacha,-34.773295,-59.690456
"Larga Distancia","Gral. Pico","Quemu Quemu",-36.053056,-63.562397
"Larga Distancia","Gral. Pico",Pehuajo,-35.815583,-61.893882
"Larga Distancia","Gral. Pico",Once,-34.608591,-58.407559
"Larga Distancia","Gral. Pico",Mercedes,-34.657759,-59.432435
"Larga Distancia","Gral. Pico",Mechita,-35.066170,-60.406708
"Larga Distancia","Gral. Pico",Luján,-34.577755,-59.105294
"Larga Distancia","Gral. Pico","Gral Pico",-35.661172,-63.750718
"Larga Distancia","Gral. Pico",Chivilcoy,-34.917260,-59.995964
"Larga Distancia","Gral. Pico",Catrilo,-36.410697,-63.421015
"Larga Distancia","Gral. Pico","Caslos Casares",-35.629341,-61.362862
"Larga Distancia","Gral. Pico",Bragado,-35.119024,-60.477999
"Larga Distancia","Gral. Pico","9 de Julio",-35.454150,-60.876473
"Larga Distancia",Córdoba,Zarate,-34.097758,-59.037871
"Larga Distancia",Córdoba,"Villa María",-32.412590,-63.244737
"Larga Distancia",Córdoba,"San Pedro",-33.694459,-59.682807
"Larga Distancia",Córdoba,"San Nicolas",-33.344233,-60.226428
"Larga Distancia",Córdoba,"Rosario Sur",-33.009153,-60.650379
"Larga Distancia",Córdoba,"Rosario Norte",-32.930534,-60.656259
"Larga Distancia",Córdoba,Retiro,-34.591178,-58.375857
"Larga Distancia",Córdoba,Ramallo,-33.501759,-60.067993
"Larga Distancia",Córdoba,Cordoba,-31.420052,-64.175018
"Larga Distancia",Córdoba,"Cañada de Gomez",-32.822300,-61.395175
"Larga Distancia",Córdoba,Campana,-34.156744,-58.958572
"Larga Distancia",Córdoba,"Bel Ville",-32.611982,-62.694062
"Belgrano Sur","Pte Alsina","Villa Fiorito",-34.705378,-58.440921
"Belgrano Sur","Pte Alsina","Villa Diamante",-34.681744,-58.428329
"Belgrano Sur","Pte Alsina","Villa Caraza",-34.698003,-58.429064
"Belgrano Sur","Pte Alsina","Puente Alsina",-34.661461,-58.414587
"Belgrano Sur","Pte Alsina","La Salada",-34.718807,-58.472713
"Belgrano Sur","Pte Alsina","Ing. Budge",-34.718663,-58.462151
"Belgrano Sur","Pte Alsina","Apeadero Km 12",-34.710058,-58.505926
"Belgrano Sur","Pte Alsina","Aldo Bonzi",-34.711196,-58.516022
"Belgrano Sur","M.C.G. Belgrano","Villa Soldati",-34.662201,-58.440897
"Belgrano Sur","M.C.G. Belgrano","Villa Madero",-34.684097,-58.492536
"Belgrano Sur","M.C.G. Belgrano","Villa Lugano",-34.67713,-58.476969
"Belgrano Sur","M.C.G. Belgrano",Tapiales,-34.702529,-58.511537
"Belgrano Sur","M.C.G. Belgrano","Sanchez de Mendeville",-34.712446,-58.523873
"Belgrano Sur","M.C.G. Belgrano","Rafael Castillo",-34.699696,-58.626193
"Belgrano Sur","M.C.G. Belgrano","Presidente Illia",-34.666055,-58.450028
"Belgrano Sur","M.C.G. Belgrano","Merlo Gomez",-34.696988,-58.647776
"Belgrano Sur","M.C.G. Belgrano","Marinos del Fournier",-34.690177,-58.507629
"Belgrano Sur","M.C.G. Belgrano","Marinos C. G Belgrano",-34.708761,-58.730901
"Belgrano Sur","M.C.G. Belgrano",Libertad,-34.692230,-58.685756
"Belgrano Sur","M.C.G. Belgrano","Justo Villegas",-34.708965,-58.551939
"Belgrano Sur","M.C.G. Belgrano","José Ingenieros",-34.710762,-58.537256
"Belgrano Sur","M.C.G. Belgrano","Isidro Casanova",-34.704546,-58.587342
"Belgrano Sur","M.C.G. Belgrano","Dr Sáenz",-34.648338,-58.419355
"Belgrano Sur","M.C.G. Belgrano","Aldo Bonzi",-34.710706,-58.514348
"Belgrano Sur","Gonzalez Catán","Villa Soldati",-34.662201,-58.440897
"Belgrano Sur","Gonzalez Catán","Villa Madero",-34.684097,-58.492536
"Belgrano Sur","Gonzalez Catán","Villa Lugano",-34.67713,-58.476969
"Belgrano Sur","Gonzalez Catán",Tapiales,-34.702529,-58.511537
"Belgrano Sur","Gonzalez Catán",Querandí,-34.722368,-58.530727
"Belgrano Sur","Gonzalez Catán","Presidente Illia",-34.666055,-58.450028
"Belgrano Sur","Gonzalez Catán","Marinos del Fournier",-34.690177,-58.507629
"Belgrano Sur","Gonzalez Catán","María Eva Duarte",-34.755959,-58.600184
"Belgrano Sur","Gonzalez Catán",Laferrere,-34.750752,-58.584433
"Belgrano Sur","Gonzalez Catán","Ingeniero Castello",-34.710541,-58.506352
"Belgrano Sur","Gonzalez Catán",Independencia,-34.760798,-58.617341
"Belgrano Sur","Gonzalez Catán","González Catán",-34.770270,-58.644908
"Belgrano Sur","Gonzalez Catán","Dr Sáenz",-34.648338,-58.419355
"Belgrano Sur","Apeadero Km 12","Sanchez de Mendeville",-34.712277,-58.525389
"Belgrano Sur","Apeadero Km 12","Rafael Castillo",-34.699447,-58.628133
"Belgrano Sur","Apeadero Km 12","Merlo Gomez",-34.696802,-58.649287
"Belgrano Sur","Apeadero Km 12","Marinos C. G Belgrano",-34.709270,-58.732051
"Belgrano Sur","Apeadero Km 12",Libertad,-34.692025,-58.687264
"Belgrano Sur","Apeadero Km 12","Justo Villegas",-34.708749,-58.553668
"Belgrano Sur","Apeadero Km 12","José Ingenieros",-34.710547,-58.538982
"Belgrano Sur","Apeadero Km 12","Isidro Casanova",-34.704326,-58.589069
"Belgrano Sur","Apeadero Km 12","Apeadero Km 12",-34.710058,-58.505926
"Belgrano Sur","Apeadero Km 12","Aldo Bonzi",-34.711115,-58.516020
Urquiza,Lemos,Tropezón,-34.591953,-58.559179
Urquiza,Lemos,"Teniente Agneta",-34.5488,-58.678850
Urquiza,Lemos,"Sargento Cabral",-34.537187,-58.694932
Urquiza,Lemos,"Sargento Barrufaldi",-34.562450,-58.660275
Urquiza,Lemos,"Rubén Darío",-34.587484,-58.631454
Urquiza,Lemos,"Pedro Arata",-34.592420,-58.474807
Urquiza,Lemos,"Pablo Podestá",-34.588320,-58.608154
Urquiza,Lemos,"Martín Coronado",-34.588979,-58.590732
Urquiza,Lemos,Lourdes,-34.593833,-58.546748
Urquiza,Lemos,"Juan B. de La Salle",-34.573531,-58.645364
Urquiza,Lemos,"José María Bosch",-34.590027,-58.571826
Urquiza,Lemos,"José Artigas",-34.590031,-58.466273
Urquiza,Lemos,"Jorge Newbery",-34.587821,-58.621874
Urquiza,Lemos,"General Lemos",-34.532911,-58.700836
Urquiza,Lemos,"Fernández Moreno",-34.595587,-58.535161
Urquiza,Lemos,"Federico Lacroze",-34.586715,-58.455586
Urquiza,Lemos,"El Libertador",-34.594331,-58.502336
Urquiza,Lemos,"Ejército de los Andes",-34.579816,-58.640471
Urquiza,Lemos,"Dr. Francisco Beiró",-34.593146,-58.494176
Urquiza,Lemos,"Coronel F. Lynch",-34.597257,-58.524007
Urquiza,Lemos,"Capitán Lozano",-34.555573,-58.669500
Urquiza,Lemos,"Campo de Mayo",-34.543701,-58.685902
Urquiza,Lemos,"Antonio Devoto",-34.595597,-58.510477
"Trenes del Interior",Resistencia,Tapenaga,-27.565176,-59.661873
"Trenes del Interior",Resistencia,Resistencia,,
"Trenes del Interior",Resistencia,"Los Amores",-28.101568,-59.980448
"Trenes del Interior",Resistencia,"La Vicuña",-27.977519,-59.978320
"Trenes del Interior",Resistencia,"La Sabana",-27.870767,-59.938856
"Trenes del Interior",Resistencia,"Gral. Obligado",-27.410850,-59.418957
"Trenes del Interior",Resistencia,"Gral. Dónovan",-27.385383,-59.109631
"Trenes del Interior",Resistencia,"Fortín Cardozo",-27.408981,-59.233644
"Trenes del Interior",Resistencia,"Desvío Km 535",-27.396555,-59.177717
"Trenes del Interior",Resistencia,"Desvío Km 523",-27.413635,-59.288140
"Trenes del Interior",Resistencia,"Desvío Km 519",-27.412629,-59.336663
"Trenes del Interior",Resistencia,"Desvío Km 474",-27.585248,-59.708440
"Trenes del Interior",Resistencia,"Desvío Km 433",-27.774982,-59.906012
"Trenes del Interior",Resistencia,"Cote Lai",-27.527297,-59.574233
"Trenes del Interior",Resistencia,Charadai,-27.650711,-59.860609
"Trenes del Interior",Resistencia,Cacuí,-27.415290,-59.045165
"Trenes del Interior",Resistencia,"Ap. Km 501",-27.458379,-59.491258
"Trenes del Interior",Resistencia,"Ap. Alberdi",-27.454849,-58.991095
"Trenes del Interior",Regionales,Salta,-24.777112,-65.411309
"Trenes del Interior",Regionales,Mojotoro,-24.709389,-65.286566
"Trenes del Interior",Regionales,"General Güemes",-24.672938,-65.044087
"Trenes del Interior",Regionales,"El Bordo",-24.664116,-65.101899
"Trenes del Interior",Regionales,Betania,-24.684619,-65.148257
"Trenes del Interior",Regionales,"Batalla de Salta",-24.741228,-65.396065
"Trenes del Interior","Puerto Vilelas","SILVANO DANTE",-27.469680,-58.974344
"Trenes del Interior","Puerto Vilelas",SAUCE,-27.488230,-58.953367
"Trenes del Interior","Puerto Vilelas",SARMIENTO,-27.421170,-59.035217
"Trenes del Interior","Puerto Vilelas","San Martín",-27.459504,-58.985833
"Trenes del Interior","Puerto Vilelas","S.D. CORDOBA",-27.431941,-59.017022
"Trenes del Interior","Puerto Vilelas","Resistencia ",-27.464326,-58.980367
"Trenes del Interior","Puerto Vilelas","PUERTO VILELAS",-27.512990,-58.941164
"Trenes del Interior","Puerto Vilelas","PUERTO TIROL",-27.373950,-59.089248
"Trenes del Interior","Puerto Vilelas",MOSCONI,-27.500041,-58.939989
"Trenes del Interior","Puerto Vilelas","LOS AROMOS",-27.383763,-59.091366
"Trenes del Interior","Puerto Vilelas",HERNANDARIAS,-27.448455,-58.998337
"Trenes del Interior","Puerto Vilelas",GUSBERTI,-27.479847,-58.962854
"Trenes del Interior","Puerto Vilelas","General Güemes",-27.424359,-59.029403
"Trenes del Interior","Puerto Vilelas","FRAY ROSSI",-27.443625,-59.003798
"Trenes del Interior","Puerto Vilelas","CQUE. PELAYO",-27.426973,-59.023635
"Trenes del Interior","Puerto Vilelas",COCOMAROLA,-27.477053,-58.966015
"Trenes del Interior","Puerto Vilelas","CALLE 11",-27.440325,-59.007532
"Trenes del Interior","Puerto Vilelas",Cacuí,-27.415421,-59.044869
"Trenes del Interior","Puerto Vilelas",BRASIL,-27.417402,-59.040321
"Trenes del Interior","Puerto Vilelas",BOUVIER,-27.475401,-58.967883
"Trenes del Interior","Puerto Vilelas",BELGRANO,-27.451756,-58.994600
"Trenes del Interior","Puerto Vilelas",ANUNCIACION,-27.419519,-59.037082
"Trenes del Interior","Puerto Vilelas",ALGARROBO,-27.491404,-58.949769
"Trenes del Interior","Puerto Vilelas",ALBERDI,-27.454933,-58.991001
"Trenes del Interior","Puerto Vilelas",ABORIGEN,-27.389487,-59.084905
"Trenes del Interior",Neuquén,"NQN Cargas",-38.955436,-68.164667
"Trenes del Interior",Neuquén,Neuquen,-38.955961,-68.056860
"Trenes del Interior",Neuquén,Cipolletti,-38.942032,-67.996028
"Trenes del Interior","Entre Ríos","Ramón Parera",-31.752568,-60.448821
"Trenes del Interior","Entre Ríos",Paraná,-31.742146,-60.532263
"Trenes del Interior","Entre Ríos","La Picada",-31.725594,-60.293136
"Trenes del Interior","Entre Ríos","Colonia Avellaneda",-31.756161,-60.409184
"Trenes del Interior","Entre Ríos","Ap. Div de los andes",-31.764211,-60.516040
"Trenes del Interior","Entre Ríos","Ap Salv. Caputto",-31.769652,-60.482942
"Trenes del Interior","Entre Ríos","Ap Miguel David",-31.768517,-60.512554
"Trenes del Interior","Entre Ríos","Ap Las Garzas",-31.773414,-60.504199
"Trenes del Interior","Entre Ríos","Ap Gdor. Parera",-31.772039,-60.495354
"Trenes del Interior","Entre Ríos","Ap Gdor. Maya",-31.751939,-60.454567
"Trenes del Interior","Entre Ríos","Ap F. Ramirez",-31.758356,-60.520636
"Trenes del Interior","Entre Ríos","Ap E. Berdúc",-31.727993,-60.303008
"Trenes del Interior",Córdoba,"Villa María",-32.412450,-63.244872
"Trenes del Interior",Córdoba,Toledo,-31.556189,-64.009488
"Trenes del Interior",Córdoba,"Tio Pujio",-32.287932,-63.354898
"Trenes del Interior",Córdoba,"Río Segundo",-31.653744,-63.910384
"Trenes del Interior",Córdoba,Pilar,-31.682598,-63.88529
"Trenes del Interior",Córdoba,Oncativo,-31.911760,-63.685212
"Trenes del Interior",Córdoba,Oliva,-32.041476,-63.571509
"Trenes del Interior",Córdoba,Manfredi,-31.842975,-63.745394
"Trenes del Interior",Córdoba,"Laguna Larga",-31.777300,-63.802725
"Trenes del Interior",Córdoba,"James Craik",-32.164472,-63.463593
"Trenes del Interior",Córdoba,Córdoba,-31.420406,-64.174938
"Trenes del Interior",Chorotis,Zuberbuhler,-27.715486,-61.36511
"Trenes del Interior",Chorotis,"Venados Grandes",-27.816172,-61.382146
"Trenes del Interior",Chorotis,"Roque Sáenz Peña",-26.794485,-60.441517
"Trenes del Interior",Chorotis,"Pozo del Indio",-27.01282,-61.018319
"Trenes del Interior",Chorotis,"Pampa del Cielo",-27.643335,-61.352920
"Trenes del Interior",Chorotis,Napenay,-26.731725,-60.618859
"Trenes del Interior",Chorotis,"Las Breñas",-27.089828,-61.084285
"Trenes del Interior",Chorotis,"La Mascota",-26.758323,-60.543446
"Trenes del Interior",Chorotis,Itin,-27.486747,-61.326677
"Trenes del Interior",Chorotis,"Hermoso Campo",-27.610276,-61.347379
"Trenes del Interior",Chorotis,"Gral. Pinedo",-27.317973,-61.280429
"Trenes del Interior",Chorotis,"Fortín Las Chuñas",-26.884157,-60.908642
"Trenes del Interior",Chorotis,Corzuela,-26.955942,-60.969664
"Trenes del Interior",Chorotis,Chorotis,-27.916118,-61.399062
"Trenes del Interior",Chorotis,Charata,-27.215565,-61.192214
"Trenes del Interior",Chorotis,"Campo Largo",-26.805005,-60.841501
"Trenes del Interior",Chorotis,"Avia Terai",-26.691096,-60.733890
"Trenes del Interior","Alta Córdoba","Santa María",-31.277796,-64.462617
"Trenes del Interior","Alta Córdoba","San Roque",-31.346083,-64.460729
"Trenes del Interior","Alta Córdoba","Rod. del Busto",-31.364044,-64.220419
"Trenes del Interior","Alta Córdoba",Narvaja,-31.336126,-64.289426
"Trenes del Interior","Alta Córdoba","La Tablada",-31.352715,-64.236777
"Trenes del Interior","Alta Córdoba","La Calera",-31.343407,-64.338516
"Trenes del Interior","Alta Córdoba","Hospital Neonatal",-31.369282,-64.211218
"Trenes del Interior","Alta Córdoba",Dumesnill,-31.326517,-64.332082
"Trenes del Interior","Alta Córdoba",Cosquín,-31.243395,-64.467821
"Trenes del Interior","Alta Córdoba",Cassaffousth,-31.373175,-64.441788
"Trenes del Interior","Alta Córdoba","Casa Bamba",-31.346608,-64.403869
"Trenes del Interior","Alta Córdoba","Bialet Massé",-31.307677,-64.463275
"Trenes del Interior","Alta Córdoba",Argüello,-31.339730,-64.256672
"Trenes del Interior","Alta Córdoba","Alta Córdoba",-31.398290,-64.179600
"Tren de la Costa","Tren de la Costa","San Isidro R",-34.465535,-58.507941
"Tren de la Costa","Tren de la Costa","San Fernando R",-34.437536,-58.553991
"Tren de la Costa","Tren de la Costa","Punta Chica",-34.450658,-58.523698
"Tren de la Costa","Tren de la Costa","Marina Nueva",-34.444552,-58.539051
"Tren de la Costa","Tren de la Costa",Maipú,-34.513663,-58.488105
"Tren de la Costa","Tren de la Costa",Libertador,-34.501485,-58.481851
"Tren de la Costa","Tren de la Costa","Las Barrancas",-34.472213,-58.493421
"Tren de la Costa","Tren de la Costa","Juan Anchorena",-34.488931,-58.481222
"Tren de la Costa","Tren de la Costa",Delta,-34.418657,-58.576697
"Tren de la Costa","Tren de la Costa","Canal San Fernando",-34.429911,-58.562921
"Tren de la Costa","Tren de la Costa",Borges,-34.508151,-58.484553
Sarmiento,Moreno,"Villa Luro",-34.636249,-58.502131
Sarmiento,Moreno,"S.A. de Padua",-34.665425,-58.697997
Sarmiento,Moreno,"Ramos Mejía",-34.640384,-58.563947
Sarmiento,Moreno,"Paso del Rey",-34.658266,-58.761941
Sarmiento,Moreno,Once,-34.608591,-58.407559
Sarmiento,Moreno,Morón,-34.648222,-58.619813
Sarmiento,Moreno,Moreno,-34.650443,-58.789597
Sarmiento,Moreno,Merlo,-34.664469,-58.727685
Sarmiento,Moreno,Liniers,-34.638872,-58.526340
Sarmiento,Moreno,Ituzaingó,-34.659650,-58.666387
Sarmiento,Moreno,Haedo,-34.644533,-58.591853
Sarmiento,Moreno,Floresta,-34.632375,-58.480891
Sarmiento,Moreno,Flores,-34.627850,-58.466176
Sarmiento,Moreno,Ciudadela,-34.639922,-58.541122
Sarmiento,Moreno,Castelar,-34.652027,-58.642118
Sarmiento,Moreno,Caballito,-34.619244,-58.443652
Sarmiento,Mercedes,"Univ. Lujan",-34.577424,-59.087407
Sarmiento,Mercedes,"P. Marin",-34.622734,-58.893542
Sarmiento,Mercedes,Olivera,-34.627927,-59.255398
Sarmiento,Mercedes,Moreno,-34.651061,-58.787730
Sarmiento,Mercedes,Mercedes,-34.657493,-59.433666
Sarmiento,Mercedes,Lujan,-34.577686,-59.105092
Sarmiento,Mercedes,"Lezica y Torrezuri",-34.584605,-59.056784
Sarmiento,Mercedes,"Las Malvinas",-34.616072,-58.922084
Sarmiento,Mercedes,"La Reja",-34.639717,-58.828458
Sarmiento,Mercedes,"La Fraternidad",-34.598400,-58.997844
Sarmiento,Mercedes,Jáuregui,-34.600627,-59.173487
Sarmiento,Mercedes,"Gral Rodriguez",-34.608871,-58.952925
Sarmiento,Mercedes,Gowland,-34.647819,-59.352839
Sarmiento,Mercedes,"F. Alvarez",-34.632204,-58.855318
Sarmiento,Lobos,Zapiola,-35.058302,-59.041885
Sarmiento,Lobos,Zamudio,-34.857899,-58.892194
Sarmiento,Lobos,Sperati,-35.002105,-58.999854
Sarmiento,Lobos,Merlo,-34.664797,-58.726143
Sarmiento,Lobos,"Mariano Acosta",-34.724325,-58.792954
Sarmiento,Lobos,"Marcos Paz",-34.783055,-58.836545
Sarmiento,Lobos,Lobos,-35.185336,-59.092792
Sarmiento,Lobos,"Las Heras",-34.927939,-58.944429
Sarmiento,Lobos,"Km 34",-34.680174,-58.760240
Sarmiento,Lobos,Hornos,-34.892302,-58.917861
